id,own,competing1,competing2,borrowertype,accepted,default,profit
170916,,.34940949,,2,0,0,
170917,,1,.27538368,0,0,1,
170918,,.40000001,.097866856,3,0,0,
170919,,.22351426,.22,0,0,0,
170920,,,.44422472,0,0,0,
170921,,.046560865,.06947384,3,0,0,
170922,,.11984193,.17499578,0,0,0,
170923,,.14,.21689537,0,0,0,
170924,,.48474485,,0,0,0,
170925,,.10407303,.052759897,2,0,0,
170926,,.18283464,.30178884,1,0,0,
170927,,,.10018049,0,0,0,
170928,,.19302052,,0,0,0,
170929,,.19,.26279497,1,0,0,
170930,.122,.23,.24200439,0,1,0,1220
170931,.087,.075000003,.062737852,2,0,0,
170932,,.75,,0,0,1,
170933,.113,.40000001,.28558365,0,1,0,1130
170934,,0,.41049403,3,0,0,
170935,.122,.1490819,,0,1,0,1220
170936,,.099622257,.18379599,0,0,0,
170937,,.40255219,.37972498,0,0,0,
170938,,.14,.20999999,2,0,0,
170939,,.40000001,.16274512,0,0,1,
170940,,.40186846,.32156077,1,0,1,
170941,,.40000001,,3,0,1,
170942,,.32054162,.18199643,0,0,1,
170943,.109,.30000001,,0,1,0,1090
170944,.059,.40000001,.29272649,3,1,0,590
170945,,.34381521,.22436938,0,0,0,
170946,,0,,3,0,1,
170947,,.13333778,,0,0,0,
170948,,.40000001,,2,0,0,
170949,,.22351426,.14822029,3,0,0,
170950,.122,.32300001,,0,1,0,1220
170951,,.2,,0,0,0,
170952,,.56950897,.14674474,0,0,0,
170953,,1,,0,0,0,
170954,,.88139945,.40392795,0,0,1,
170955,.124,.2,.55039418,0,1,0,1240
170956,.126,.18000001,.16274512,0,1,0,1260
170957,.074,.02,.02,0,0,0,
170958,,.46466273,.33257252,1,0,0,
170959,.095,.12333779,.16518004,0,1,0,950
170960,.113,.11103367,.18363407,2,0,0,
170961,,,.059973061,0,0,0,
170962,,.2,.42151639,0,0,0,
170963,,,.07614091,2,0,0,
170964,,.051874369,.059999999,0,0,0,
170965,,.059623983,,0,0,0,
170966,,.081869356,,0,0,0,
170967,,.32714343,.18255362,0,0,0,
170968,.119,.072373062,.043510612,0,0,0,
170969,.105,0,.062737852,2,0,0,
170970,,.40000001,.30471149,0,0,0,
170971,.11,.27893063,.059999999,0,0,0,
170972,,.21351427,.054275841,1,0,0,
170973,,.30000001,.42062685,3,0,0,
170974,,.19302052,,0,0,0,
170975,.098,.29699999,,1,1,0,980
170976,,.028873986,.11434367,0,0,0,
170977,.116,.059470598,.31029782,1,0,0,
170978,.117,.059999999,.0567105,0,0,0,
170979,,.40000001,.49865058,2,0,0,
170980,,.249,.23144762,0,0,0,
170981,,.229,,3,0,1,
170982,,.13,.13817886,0,0,0,
170983,,.13812758,.11895431,0,0,0,
170984,.102,.18000001,.1260923,0,1,0,1020
170985,.108,.052435167,.077954344,0,0,0,
170986,.076,.021233033,,0,0,0,
170987,.123,.33000001,.20999999,0,1,0,1230
170988,.109,.0044323048,.22585221,0,0,0,
170989,,.40000001,,0,0,0,
170990,.122,.20100001,.11607339,0,0,0,
170991,,0,.18707505,0,0,1,
170992,,.22499999,.2893289,0,0,0,
170993,,.495,,0,0,0,
170994,,.38059196,.63308328,0,0,0,
170995,.077,.075000003,,0,0,0,
170996,,,.46025643,0,0,0,
170997,,.081849433,,0,0,0,
170998,,1,.10054213,0,0,0,
170999,,.054291401,.20999999,2,0,0,
171000,.124,.28214818,,0,1,0,1240
171001,,,.66722792,0,0,0,
171002,.118,.22875144,.15501194,2,1,0,1180
171003,,.5313043,.36677736,0,0,0,
171004,.121,.15637845,,2,1,0,1210
171005,.117,.23403424,.26333377,0,1,1,-10000
171006,,.37681797,.42230761,0,0,0,
171007,,.27214816,.35101146,0,0,0,
171008,.108,.12609237,.22461392,0,1,0,1080
171009,,.11252692,.15442094,0,0,0,
171010,,.36000001,,0,0,0,
171011,,.12322018,.42224127,0,0,1,
171012,.091,.032000002,.28626874,1,0,0,
171013,,.45787781,,0,0,0,
171014,,,.15848659,1,0,0,
171015,,.28214818,.099559441,0,0,0,
171016,,.40000001,,0,0,0,
171017,.06,.0095028365,,0,0,0,
171018,,.40000001,.47415623,1,0,0,
171019,,.68583715,.23608932,0,0,1,
171020,,.42604572,.41000003,0,0,1,
171021,,.3925522,.084666304,0,0,0,
171022,.11,.90999281,,2,1,0,1100
171023,.102,.19,,3,1,0,1020
171024,,.40000001,,0,0,1,
171025,.104,.011,,0,0,0,
171026,,.24398741,.76941901,3,0,0,
171027,.128,.10888439,,0,0,1,
171028,,.40000001,.25182569,0,0,0,
171029,,.30000001,.28932938,0,0,0,
171030,,.37,,0,0,0,
171031,.12,.061860912,.31032944,1,0,0,
171032,,.52999997,.14412175,0,0,0,
171033,,.30835116,.22845483,2,0,0,
171034,,.132,.1041754,0,0,0,
171035,,1,,0,0,0,
171036,,.12741446,.71989352,0,0,0,
171037,,1,.44551766,0,0,0,
171038,,.38499999,,0,0,0,
171039,,0,,0,0,0,
171040,.121,.108,.27127048,0,0,0,
171041,.119,.084018335,.13212645,3,0,0,
171042,,0,.33218679,0,0,1,
171043,,,.28935155,0,0,0,
171044,.126,.34900001,.22,2,1,0,1260
171045,,.21541481,.23787165,0,0,0,
171046,.07,.22351426,.062737852,2,0,0,
171047,,1,.53231049,0,0,0,
171048,,.86783206,.14381899,1,0,0,
171049,,.31952405,.29436859,0,0,0,
171050,,.40000001,.40710574,3,0,1,
171051,.117,.40000001,,0,1,0,1170
171052,,.34412417,.67156804,0,0,0,
171053,.126,.43484044,.18188716,0,1,0,1260
171054,,.27214816,.11,0,0,0,
171055,.104,.11319587,.16349889,0,1,0,1040
171056,,.23,,2,0,0,
171057,,.21351427,,0,0,1,
171058,.07,.02093678,.23227587,0,0,0,
171059,,.31999999,.5245142,0,0,0,
171060,,.036654662,.20999999,0,0,0,
171061,,.5946058,.19047211,2,0,0,
171062,.068,.40000001,.29025516,0,1,0,680
171063,.121,.061854139,.040726349,0,0,0,
171064,.093,.18302053,.42230761,0,1,1,-10000
171065,,.36000001,,0,0,0,
171066,,.23999999,,0,0,0,
171067,,.40000001,.3286998,0,0,0,
171068,.126,.191,.20999999,0,1,0,1260
171069,,.11679963,.095270127,3,0,0,
171070,,.31363714,.18255362,0,0,0,
171071,,,.44051561,0,0,1,
171072,,.3925522,,0,0,1,
171073,,.21187626,.16217063,0,0,0,
171074,,1,.60953039,0,0,0,
171075,,.2,.059999999,0,0,0,
171076,,.23403424,.51811123,0,0,0,
171077,,.31,.57399172,0,0,0,
171078,,.22,,0,0,0,
171079,.12,.1108355,,0,0,0,
171080,.124,.19,.14908181,0,1,0,1240
171081,,.40000001,.11,0,0,0,
171082,,.077305809,.22241342,0,0,0,
171083,,1,.55456316,3,0,0,
171084,.124,.18302053,.26276359,2,1,1,-10000
171085,,.21351427,,2,0,0,
171086,,.11650998,.17302005,1,0,0,
171087,,.13201725,.27566412,0,0,0,
171088,,.18302053,,0,0,0,
171089,,.81813538,.56202322,2,0,0,
171090,,.37,.27245003,0,0,0,
171091,,.40856954,.55873275,2,0,1,
171092,,.33976445,,0,0,0,
171093,.124,.051026508,.082656175,3,0,0,
171094,,.15908191,,0,0,0,
171095,,.34,.5064379,0,0,1,
171096,,.55000001,.45966986,0,0,0,
171097,,.44997877,.28934714,0,0,0,
171098,,.13768607,,0,0,0,
171099,,.37091455,,3,0,0,
171100,,.27946016,.22382279,0,0,0,
171101,,.23621617,.22531824,0,0,0,
171102,,.13153273,.11,2,0,0,
171103,,.23492067,,0,0,1,
171104,.104,.024663549,.095270127,1,0,0,
171105,,.13333778,.19838083,3,0,0,
171106,,.33000001,,1,0,0,
171107,.11,.083999999,.20999999,0,0,0,
171108,.093,.23403424,.033035174,1,0,0,
171109,,.13964571,.20559336,0,0,0,
171110,,.074651428,.27780819,0,0,0,
171111,,.84925431,.22,0,0,0,
171112,.042,.029999999,.093214124,2,0,0,
171113,.11,.25362912,,3,1,0,1100
171114,,1,.30967563,0,0,0,
171115,,,.29032472,0,0,0,
171116,,.3925522,.3584393,0,0,1,
171117,,,.46025643,0,0,0,
171118,.102,.18000001,.19541599,0,1,0,1020
171119,,.42399999,.37637573,0,0,0,
171120,,.28799999,.35103178,1,0,1,
171121,,.27214816,.42864698,0,0,0,
171122,.116,.37566379,.2649008,2,1,0,1160
171123,,.27000001,.26523507,0,0,0,
171124,.079,1.4368400e-18,,0,0,0,
171125,,.05625391,.261538,0,0,0,
171126,,.40000001,.22632752,0,0,1,
171127,.096,.12198483,.23844483,2,1,0,960
171128,,.20999999,.22518989,0,0,0,
171129,,.050000001,.040336274,0,0,0,
171130,,.28214818,.14804564,0,0,0,
171131,,.21351427,.63308328,0,0,0,
171132,,.055738401,.059999999,1,0,0,
171133,,,.68783772,0,0,0,
171134,,.40000001,,0,0,0,
171135,.097,0,.0099999998,0,0,0,
171136,,.12541673,.2,0,0,0,
171137,,.447,.5451327,0,0,0,
171138,,.096067928,.31872255,0,0,0,
171139,.081,.30967623,.51619059,0,1,0,810
171140,.121,.2,.2893109,0,1,0,1210
171141,,.28214818,.63478714,2,0,0,
171142,,.17658807,.98803246,1,0,0,
171143,,.064183801,,0,0,1,
171144,,.28999999,,2,0,0,
171145,.102,.064846426,.20999999,0,0,0,
171146,.117,.162,.19101235,0,1,0,1170
171147,,.11236716,,0,0,0,
171148,,,.46025643,0,0,0,
171149,,,.42615968,2,0,0,
171150,.109,.081590198,.052253552,0,0,1,
171151,,.38600001,.30763459,0,0,0,
171152,,.13553569,,2,0,0,
171153,.124,.035366233,.30985358,1,0,0,
171154,.096,.23999999,,3,1,0,960
171155,,.40000001,.25905913,0,0,0,
171156,.12,.17,.16778997,2,1,0,1200
171157,,.22351426,,0,0,1,
171158,,.20124821,.34909698,0,0,1,
171159,.053,.2,.07,0,1,0,530
171160,.105,.001,.29448283,0,0,0,
171161,,.30000001,.19930008,0,0,0,
171162,,.098999999,.080000721,1,0,0,
171163,,.1490819,.35122341,0,0,0,
171164,,,.53231049,0,0,1,
171165,,.17893775,.35104728,0,0,1,
171166,,.2,.095270127,2,0,0,
171167,,.419,,0,0,0,
171168,,,.73021173,0,0,1,
171169,,.23403424,.11694566,1,0,0,
171170,,.13328475,.17989723,0,0,1,
171171,,.36899999,.17981918,0,0,0,
171172,,.081022561,.75144291,0,0,0,
171173,,.38099918,.16134271,0,0,0,
171174,.117,.027616736,.22845483,2,0,1,
171175,,.30000001,.079999998,0,0,0,
171176,,.23403424,.63937485,2,0,0,
171177,.119,.02,,0,0,0,
171178,,.35087386,.22888269,0,0,0,
171179,,.28214818,.20999999,0,0,0,
171180,,.3925522,.55942792,0,0,1,
171181,,.50999999,.14789368,0,0,0,
171182,,1,,0,0,0,
171183,,.40000001,.24464761,1,0,0,
171184,,.55900002,,0,0,1,
171185,,0,.090160385,3,0,0,
171186,,.22403423,,3,0,0,
171187,.101,.19302052,.73560458,2,1,0,1010
171188,,.21351427,.16559145,0,0,0,
171189,.1,.010204817,.21664844,0,0,0,
171190,.127,.53334558,.40606663,2,1,0,1270
171191,.126,.109,.20999999,1,0,0,
171192,,.12,.86587954,0,0,0,
171193,.116,.079000004,.3219052,2,0,0,
171194,,.079416163,,0,0,0,
171195,.115,.19,,3,1,0,1150
171196,.096,.029999999,.02,0,0,0,
171197,,.37091455,.17491785,0,0,1,
171198,,.11275117,.097803168,3,0,0,
171199,.088,.0082748048,.062737852,0,0,0,
171200,.111,,,3,1,0,1110
171201,,1,.90122211,0,0,1,
171202,,.085796379,,0,0,0,
171203,,.56103462,,0,0,0,
171204,,0,,1,0,0,
171205,,.49496403,.41538456,0,0,0,
171206,,.3821643,.63308328,0,0,1,
171207,.12,.22403423,,0,1,0,1200
171208,.107,.066175207,.24633296,0,0,0,
171209,.053,.155,.12958403,0,1,0,530
171210,,.06776914,.050000001,0,0,0,
171211,,.63999999,.90122211,1,0,1,
171212,,.37916186,.42230761,3,0,0,
171213,,.50443715,.28347051,0,0,1,
171214,,.40000001,.24520378,0,0,1,
171215,.115,.12333779,.49893546,1,0,0,
171216,,.53399998,,0,0,0,
171217,,.42322651,,2,0,1,
171218,,0,.64789796,0,0,1,
171219,,0,.53522575,0,0,0,
171220,.124,.34,.33257252,1,1,0,1240
171221,,.10695585,.30580735,0,0,1,
171222,,.19302052,.14381899,0,0,0,
171223,,.20200001,.18000001,0,0,0,
171224,,.075000003,.02,1,0,0,
171225,.112,.15908191,.21857911,0,1,1,-10000
171226,.067,.23,.18000001,0,1,0,670
171227,,.16583906,.37228131,3,0,0,
171228,.127,.1521593,.11,0,0,0,
171229,,.10489077,.90122211,0,0,1,
171230,,.40000001,.43366912,0,0,0,
171231,,.61043328,.21349846,0,0,0,
171232,,.27759153,,0,0,0,
171233,,.38686645,.5064379,0,0,0,
171234,.112,.88872075,.23683259,0,1,0,1120
171235,.095,.08458434,.093996376,0,0,0,
171236,,.20324579,.29701659,1,0,1,
171237,,.34045541,,0,0,1,
171238,.117,.014485913,.24113224,2,0,0,
171239,,.093306854,.02,0,0,0,
171240,.11,.30000001,.090540543,3,1,0,1100
171241,,.28214818,.2,0,0,0,
171242,,1,.1148864,0,0,1,
171243,,.04491581,.18312405,1,0,0,
171244,,0,.44869491,3,0,0,
171245,,.49599999,.63308328,0,0,0,
171246,,0,.50013524,2,0,1,
171247,,.495,.61363983,0,0,0,
171248,.109,.13084085,.17,1,1,0,1090
171249,,0,.41538456,1,0,1,
171250,,.49000001,.68783772,0,0,0,
171251,,.48051184,.32871169,0,0,0,
171252,,,.5511812,0,0,0,
171253,,.25953311,.18255362,0,0,0,
171254,,.42161393,.3321237,3,0,1,
171255,,.25999999,.25637287,0,0,0,
171256,,.22403423,,2,0,1,
171257,.083,.050000001,.012906429,0,0,0,
171258,,.24318933,.26279709,0,0,0,
171259,.034,0,.062737852,0,0,0,
171260,,.1490819,.40024161,3,0,0,
171261,,.045000002,.064757109,1,0,0,
171262,,.493,,0,0,0,
171263,,.16516377,.47959703,0,0,0,
171264,.081,.228,.19101235,2,1,0,810
171265,.094,.18240543,.34857985,0,1,0,940
171266,,.18302053,.35337046,3,0,0,
171267,,0,,3,0,1,
171268,,.43000001,,0,0,0,
171269,,.11433943,,0,0,0,
171270,,.57999998,,0,0,0,
171271,.124,.34299999,,0,1,0,1240
171272,,.029687587,.064684182,2,0,0,
171273,.128,.14,,0,1,0,1280
171274,.101,.001754059,.088224068,0,0,0,
171275,.114,.22351426,,0,1,0,1140
171276,,.40442413,,3,0,0,
171277,,.027000001,.070086099,0,0,0,
171278,.098,.1490819,.17098951,2,1,0,980
171279,,.40000001,.74884683,0,0,0,
171280,,.14,.087161146,0,0,0,
171281,.089,.25787526,.49999994,0,1,0,890
171282,,,.10442137,0,0,1,
171283,,.22403423,,0,0,0,
171284,,,,0,0,1,
171285,,0,.6196453,0,0,0,
171286,,1,.41303098,0,0,1,
171287,.096,.12333779,,2,1,0,960
171288,,.10311302,.22738798,1,0,0,
171289,,.40000001,.1782341,1,0,0,
171290,,,.90122211,0,0,0,
171291,.087,.40000001,.41136688,0,1,0,870
171292,,.39212543,.46171787,0,0,1,
171293,,.13022293,.22266482,3,0,0,
171294,,.081894755,.2679525,1,0,0,
171295,,.23,.41538456,0,0,1,
171296,,.064372063,.57111704,0,0,0,
171297,,.13013843,.22845483,0,0,0,
171298,,.075000003,.040943965,0,0,0,
171299,,.061079782,.050231867,0,0,0,
171300,,.36583766,.68783772,0,0,1,
171301,.106,.13333778,.059999999,0,0,0,
171302,.085,.075000003,.041825294,0,0,0,
171303,.09,0,.062737852,0,0,0,
171304,,.02,.02,1,0,0,
171305,,.083306856,.062737852,0,0,0,
171306,.087,.093730651,.047537524,3,0,0,
171307,.104,.074004047,,0,0,0,
171308,,0,.44422472,0,0,1,
171309,,.40255219,.42903668,0,0,0,
171310,,.18302053,,0,0,1,
171311,,1,,0,0,0,
171312,.09,.075000003,.19297847,0,0,0,
171313,,.55033463,.42230761,0,0,1,
171314,,1,.41170266,2,0,0,
171315,,.27000001,.27507058,0,0,0,
171316,,,,0,0,0,
171317,.082,.2,.17955707,0,1,0,820
171318,,.090000004,,0,0,0,
171319,,.098829284,.26278141,0,0,0,
171320,,.40000001,.39394033,0,0,0,
171321,.122,.71140784,.1349753,0,1,1,-10000
171322,,.044377293,.12827261,1,0,1,
171323,,.2,.1171797,0,0,0,
171324,.116,.40000001,.098137058,0,0,0,
171325,,.27511221,.32075956,2,0,0,
171326,.125,.13852355,.20999999,0,1,0,1250
171327,,.40000001,.30373201,0,0,0,
171328,,.45899999,.22784035,2,0,0,
171329,.121,.059827544,.20339459,1,0,0,
171330,,.30000001,.13,0,0,1,
171331,,.22351426,,2,0,0,
171332,,.048025776,,0,0,0,
171333,.111,.11153582,.1171797,0,1,0,1110
171334,,0,.16854857,2,0,0,
171335,,.40000001,.3326925,3,0,0,
171336,,.14463671,,0,0,0,
171337,.105,.041999999,.1171797,0,0,0,
171338,.114,.0020000001,.047853928,0,0,0,
171339,.072,.090416119,.48648208,1,0,0,
171340,,.1483063,.11240335,1,0,1,
171341,,.51899999,.26280624,3,0,0,
171342,.083,.13841601,.14,1,1,0,830
171343,,.236,.07385844,1,0,0,
171344,,,.68783772,0,0,1,
171345,,.13741575,.34577471,0,0,0,
171346,,.40000001,.4289453,0,0,0,
171347,,.40897393,.45572186,0,0,0,
171348,,,,2,0,0,
171349,,.42399999,,3,0,0,
171350,,.40000001,.22768822,0,0,1,
171351,,.26699999,.22867529,0,0,0,
171352,,.40255219,,0,0,1,
171353,,.30285627,.90122211,0,0,0,
171354,.084,.19230743,.13450927,0,1,0,840
171355,,.48733982,,0,0,0,
171356,,.25,,0,0,0,
171357,,.057635192,.21951917,0,0,0,
171358,.113,.079689808,,0,0,0,
171359,,,.23743364,0,0,1,
171360,,.040823992,.062737852,0,0,0,
171361,.04,.042499542,,0,1,0,400
171362,,0,,0,0,0,
171363,,.33824423,.14882545,0,0,0,
171364,,.23403424,.2562089,0,0,0,
171365,,.66799998,.12239531,0,0,0,
171366,.09,.02,.062737852,0,0,0,
171367,.116,.2,,2,1,0,1160
171368,,.2975719,.37928361,0,0,0,
171369,,.036624692,.073176481,0,0,0,
171370,,,.50412792,0,0,1,
171371,,1,.80856287,0,0,0,
171372,,.40000001,,0,0,0,
171373,,.48829013,.29434434,2,0,0,
171374,.117,.1490819,,0,1,0,1170
171375,,.40000001,.21137328,0,0,1,
171376,.128,.102,.82412291,0,0,0,
171377,.116,.075000003,,0,0,0,
171378,.097,.073637031,.046109851,1,0,0,
171379,,.27214816,,1,0,0,
171380,.094,.081261791,.059999999,0,0,0,
171381,.106,.090000004,.049380314,3,0,0,
171382,,,.50581974,0,0,1,
171383,,.26447153,.2,0,0,0,
171384,.122,.15000001,.04224097,1,0,0,
171385,,.15908191,.25240311,0,0,0,
171386,,.35102215,.46379304,0,0,0,
171387,,.22351426,.92838246,1,0,1,
171388,,.30000001,,0,0,0,
171389,,.55976164,.33257252,2,0,0,
171390,.121,.29069334,,3,1,0,1210
171391,,.027515361,.11,0,0,0,
171392,.093,.079541586,.033214193,0,0,0,
171393,,.32274553,.57777292,0,0,1,
171394,.122,.52254862,.11,2,0,0,
171395,,.11596854,,0,0,1,
171396,.097,0,,0,0,0,
171397,.075,.1,.21197189,0,1,0,750
171398,,.11,.1,2,0,0,
171399,,.3701418,,0,0,0,
171400,,0,,0,0,1,
171401,,.25835535,,0,0,0,
171402,.124,.30000001,.31129998,3,1,1,-10000
171403,,.40000001,.2,0,0,0,
171404,.122,.11947048,,0,0,0,
171405,,,.22738798,3,0,1,
171406,,.07,.22317201,2,0,0,
171407,,.221,.40834519,0,0,0,
171408,,.60932505,.74442595,0,0,1,
171409,,.14,.090540543,0,0,0,
171410,,.2,.059999999,1,0,0,
171411,,.49599999,,0,0,0,
171412,.073,.57700002,.48107484,0,1,0,730
171413,,.050000001,.19195004,0,0,0,
171414,,.48639736,.35103485,0,0,0,
171415,,.080747649,.11,1,0,0,
171416,.118,.047733925,.31029654,0,0,1,
171417,,.133,.1260923,0,0,1,
171418,.049,.043667912,.31945658,0,0,0,
171419,,.51700002,.25090393,0,0,1,
171420,.099,.40000001,,0,1,0,990
171421,.104,.21351427,.14381899,0,1,0,1040
171422,,.14485227,.33257252,0,0,1,
171423,.115,.22403423,.087157063,0,0,0,
171424,,.63,,2,0,0,
171425,,,.53231049,3,0,0,
171426,.127,.04375938,,0,0,0,
171427,,.35122526,,2,0,0,
171428,,.32602763,,0,0,0,
171429,.123,0,.02,1,0,0,
171430,,.197,.15927456,0,0,0,
171431,,.41,.32197589,0,0,0,
171432,,1,,1,0,0,
171433,.102,.07530079,.02,1,0,0,
171434,,.66000003,,1,0,0,
171435,,.65854079,,1,0,0,
171436,,.30000001,,0,0,0,
171437,,.40000001,.34473044,0,0,0,
171438,.122,.40000001,.31032151,0,1,0,1220
171439,,.011,.045226388,0,0,0,
171440,.1,.20300969,.35594139,0,1,0,1000
171441,,.3925522,,0,0,0,
171442,,,,3,0,0,
171443,,.094506845,,1,0,0,
171444,,.40000001,.20999999,0,0,0,
171445,,.22403423,.24491669,0,0,0,
171446,.068,.048627544,,0,0,1,
171447,.12,.40000001,,1,1,0,1200
171448,.11,.257,.27217993,0,1,0,1100
171449,,.32240152,.23944953,0,0,0,
171450,,.16161588,.1171797,2,0,0,
171451,.053,.1,.07,1,1,0,530
171452,,1,,2,0,0,
171453,,.22403423,.40024161,0,0,0,
171454,.116,.21784182,,0,1,0,1160
171455,.099,.082999997,.090256386,2,0,0,
171456,,.14031385,.90122211,0,0,1,
171457,,.3925522,.4031367,0,0,0,
171458,,.34299999,,0,0,0,
171459,.1,.51401401,.35346699,0,1,0,1000
171460,.123,.10939453,,0,0,0,
171461,,.15908191,.34652686,0,0,0,
171462,,.42521685,.50413799,0,0,0,
171463,,.33392578,.13718861,0,0,1,
171464,,.30000001,.49117354,0,0,1,
171465,,.015088865,,0,0,0,
171466,.103,.27214816,.20999999,0,1,0,1030
171467,,.17589134,,0,0,0,
171468,.102,.27214816,,0,1,0,1020
171469,.085,.10155392,.11769688,0,1,0,850
171470,,.23999999,.11,0,0,1,
171471,.083,.00129108,.1837384,0,0,0,
171472,,.56199998,.90122211,0,0,0,
171473,,.19712624,,0,0,0,
171474,.122,.27214816,.10084212,0,0,0,
171475,,.070704505,.046653759,3,0,0,
171476,,.18302053,.095270127,3,0,0,
171477,.121,.1349588,.19101235,3,1,0,1210
171478,,.3925522,,0,0,0,
171479,,.30000001,.079999998,0,0,0,
171480,.091,.061988857,,0,0,0,
171481,,.082062826,.18687777,0,0,0,
171482,,.25,.1788577,0,0,0,
171483,,,.81182945,0,0,1,
171484,,.27214816,.2,0,0,0,
171485,.092,.11478114,.090540543,2,0,0,
171486,,.46000001,,0,0,0,
171487,,.18302053,.31294823,0,0,0,
171488,.094,.35988972,,0,1,0,940
171489,.121,.47999999,.24188329,0,1,0,1210
171490,,.19302052,.26705837,1,0,0,
171491,,.33780012,.16662799,0,0,0,
171492,.118,.12800001,.1551933,1,0,0,
171493,,.23403424,.47321674,0,0,1,
171494,,.30000001,.28629959,0,0,0,
171495,,.33000001,.25108328,0,0,0,
171496,,.1490819,,2,0,1,
171497,,.063661844,.062737852,0,0,0,
171498,,.085453227,.22,0,0,0,
171499,.127,.30000001,.1368745,0,1,0,1270
171500,,0,,2,0,0,
171501,,.20999999,.21848084,3,0,0,
171502,.124,.15302186,.83673543,0,1,0,1240
171503,,,,0,0,0,
171504,.113,.059382517,,0,0,0,
171505,,.67900002,,3,0,1,
171506,,.50762397,.1577826,0,0,0,
171507,,.16,.20999999,0,0,0,
171508,,,.41786617,0,0,0,
171509,,.2805402,,0,0,1,
171510,,,.44422472,0,0,0,
171511,,.28753218,,0,0,0,
171512,,.40000001,,0,0,0,
171513,.077,.22403423,.039999999,0,0,0,
171514,,1,.36054328,0,0,1,
171515,.126,.075000003,.035319168,1,0,0,
171516,.089,.15908191,.18812698,0,1,0,890
171517,,.14811598,.43941885,0,0,0,
171518,.124,.85402644,,1,1,0,1240
171519,,.10507339,.47206396,0,0,0,
171520,,,.1441804,3,0,0,
171521,,.12426132,.1,0,0,1,
171522,,.1490819,.25343063,0,0,0,
171523,,,.44422472,0,0,0,
171524,,.18000001,.11553608,0,0,0,
171525,,.51998544,,0,0,0,
171526,.07,0,.26043555,0,0,0,
171527,,,.33257252,1,0,1,
171528,,.34,.31031844,0,0,1,
171529,,.12622878,.33257252,2,0,1,
171530,.113,.028277969,.050106499,0,0,0,
171531,,.074631587,.22324447,0,0,0,
171532,,.13,.086576037,0,0,0,
171533,.094,.075000003,,3,1,0,940
171534,,.88999999,,0,0,0,
171535,,.15908191,.33257252,0,0,0,
171536,,.1490819,.098819584,0,0,0,
171537,,0,,0,0,0,
171538,,,,0,0,0,
171539,.099,.003,.040365055,2,0,0,
171540,.099,.00035199401,.13306841,0,0,0,
171541,,.24265268,.46531999,0,0,0,
171542,,.40000001,.17034653,0,0,0,
171543,,.454,.28934202,0,0,0,
171544,.117,.2,.059999999,0,0,0,
171545,,.40000001,,0,0,1,
171546,.086,.066418089,.62096256,0,0,0,
171547,,.25,.33257252,1,0,0,
171548,,.31368941,,0,0,0,
171549,,.091433771,,0,0,1,
171550,,.1089083,.94452047,2,0,0,
171551,,.078789949,.39654475,0,0,0,
171552,.125,.359,.25811049,0,1,1,-10000
171553,,.40000001,.25593764,0,0,0,
171554,,.30000001,.20978114,3,0,0,
171555,,.2133887,.31294823,0,0,0,
171556,,1,,0,0,0,
171557,.051,.10029801,.28527087,0,1,0,510
171558,,.36966059,,0,0,0,
171559,.128,.10273091,,0,0,0,
171560,,.021989547,.065748364,2,0,0,
171561,,.23403424,.63308328,1,0,1,
171562,,,.11117738,0,0,1,
171563,,.31847993,.25863311,0,0,0,
171564,,0,.12559749,0,0,1,
171565,.114,.27214816,,0,1,0,1140
171566,,.38999999,.17939521,0,0,0,
171567,,.23403424,.11633088,2,0,1,
171568,,.096649185,,1,0,0,
171569,,.53199172,.68002129,3,0,0,
171570,.116,.80722415,.1736156,1,1,0,1160
171571,.125,0,.042145398,0,0,0,
171572,.116,.07,.07,3,0,0,
171573,.109,.080611959,.045530021,1,0,0,
171574,.09,.10017531,,0,1,0,900
171575,,.13333778,.42230761,1,0,0,
171576,,.2,,1,0,0,
171577,,.17086612,.35103592,0,0,0,
171578,,.64300001,.5064379,0,0,0,
171579,.112,.036187861,,0,0,0,
171580,,.40000001,.19101235,0,0,0,
171581,.09,.13333778,.1171797,0,1,0,900
171582,,.054610707,.22,0,0,0,
171583,,.2,,3,0,0,
171584,.076,.45500001,,3,1,0,760
171585,.125,.40000001,.35806328,0,1,0,1250
171586,,.546,.19411218,0,0,0,
171587,,.54500002,,0,0,0,
171588,,.36828187,.42622229,0,0,1,
171589,,.075000003,.059999999,3,0,0,
171590,,.27454698,,1,0,1,
171591,,.31320098,,0,0,0,
171592,,.16,,0,0,0,
171593,,.40000001,,0,0,0,
171594,,.23,.25998843,0,0,0,
171595,,.81999999,.36586347,0,0,0,
171596,.103,.075000003,.02,0,0,0,
171597,,,.40100539,0,0,1,
171598,,.40000001,.20775896,0,0,1,
171599,,.16720974,,2,0,0,
171600,,.28,.24421418,3,0,0,
171601,,.31799999,,2,0,0,
171602,.068,.40000001,.15666121,2,1,0,680
171603,,.3891952,,0,0,0,
171604,,.26499999,.26584578,0,0,0,
171605,,.22687383,.25012466,0,0,1,
171606,.062,.016727133,.011191909,2,0,0,
171607,.123,.097381048,.3033945,0,0,0,
171608,.123,.075000003,.079999998,0,0,0,
171609,,.36000001,.1487364,0,0,0,
171610,.103,.17181887,.087708399,2,0,0,
171611,,.18000001,.33212069,1,0,0,
171612,,.30000001,,0,0,0,
